epoch,auc,loss
1,0.8742135754718547,0.584178450015875
2,0.8979930612041632,0.31506271736744124
3,0.9144519513288292,0.362031775025221
4,0.930313241812055,0.36638798679296786
5,0.9261134443319334,0.4103165383522327
6,0.9236483458109925,0.39835066271898073
7,0.9403728357762985,0.30930861104757357
8,0.9357912385252569,0.25283942190118325
9,0.9320313407811954,0.22691907103245074
10,0.9322139406716357,0.2817790560806409
